text;news_link;outlet;topic;type;label_bias;label_opinion;biased_words
The Pro Football Hall of Fame's Centennial class of 2020 is set, and among the 15 honorees selected was former NFL commissioner Paul Tagliabue, who helped lead the league to new heights during his tenure from 1989-2006.;https://eu.usatoday.com/story/sports/nfl/2020/01/15/pro-football-hall-fame-paul-tagliabue-headlines-centennial-class/4476288002/;usa-today;sport;center;Non-biased;Entirely factual;[]
Some moderate Democrats have criticized that proposal, arguing that it would burden the wealthy and middle-class to help the working class, or that it would raise the national debt, which is currently $23 trillion.;https://www.breitbart.com/2020-election/2019/09/13/bernie-sanders-wall-street-will-pay-for-canceling-of-student-debt/;breitbart;student-debt;right;Non-biased;Entirely factual;[]
"John Oliver admits he's scared of ""literally everything,"" but perhaps nothing more than parents-turned-activists seemingly hellbent on unleasing a new plague.";https://www.alternet.org/2017/06/john-oliver-desperately-tries-talk-some-sense-anti-vaxxers-its-too-late/;alternet;vaccines;left;No agreement;Entirely factual;['plague']
Italy has deported several radical imams in recent years, including a Tunisian earlier this year who came into the country illegally and declared to police that he would not only kill them but he would eat their corpses as well.;https://www.breitbart.com/europe/2019/11/23/italy-to-deport-imam-who-beat-children-at-religious-school/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;breitbart;immigration;right;No agreement;Entirely factual;[]
Donald Trump has taken heat for mostly refusing to mask up while performing his duties. This left the Biden camp with a choice to make when Joe woke up from political hibernation, and they went all in.;https://thefederalist.com/2020/05/26/the-mask-is-now-the-political-symbol-of-2020/;federalist;elections-2020;right;Biased;Somewhat factual but also opinionated;['political', 'hibernation']
Carmen Lodato wears a pin with her mother’s face — a reminder of the heart-wrenching murder six years ago in Alexandria, Va., that got her into the fight for gun control. ;https://feeds.feedblitz.com/~/621997250/0/alternet_all~Amid-pandemic-gun-control-advocates-celebrate-wins-on-NRA%e2%80%99s-home-turf/;alternet;gun-control;left;Biased;Somewhat factual but also opinionated;['heart-wrenching']
As controversies about the “reopening” of America loom over our lives, nothing seems as intrinsically irrelevant — yet possibly as critically important — as how soon major spectator sports return.;https://www.alternet.org/2020/04/why-trump-is-so-eager-to-bring-back-professional-sports/;alternet;sport;left;Non-biased;Expresses writer’s opinion;[]
Franciscan friar Father Daniel Horan, a pro-LGBT priest and professor who will be speaking at the upcoming Los Angeles Religious Education Congress, took to Twitter this weekend to bash the March for Life and condemn without trial a group of white Catholic high school boys as “racists” for supposedly “taunting” a Native American man beating a drum.;https://www.breitbart.com/faith/2019/01/21/catholic-priest-slams-march-for-life-as-repulsive-and-futile/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;breitbart;abortion;right;Biased;Somewhat factual but also opinionated;['to', 'bash']
The other witnesses at the hearing shared story after story about how Americans are struggling to pay off student loans, with many having to delay getting married, buying a home, and having children.;https://www.breitbart.com/politics/2019/09/10/rep-andy-barr-on-1-5-trillion-student-loan-debt-congress-created-crisis/;breitbart;student-debt;right;Non-biased;Entirely factual;[]
A U.S. official, speaking on condition of anonymity, confirmed that a range of options were under discussion but that it had not yet reached the level of Trump’s top national security team or been taken to the president.;https://www.reuters.com/article/health-coronavirus-usa-china-idUSL1N2CI20B;reuters;coronavirus;center;Non-biased;Entirely factual;[]
The media and the left did their best to ignore the racial diversity of the well-armed crowd.;https://www.foxnews.com/opinion/virginia-gun-rights-rally-peaceful-media-dan-gainor;federalist;gun-control;right;No agreement;Somewhat factual but also opinionated;[]
When Republicans warned Democrats that impeachment was a waste of time, a divisive partisan exercise, and a distraction from the real issues facing the country — a lesson Republicans learned the hard way, in Bill Clinton’s impeachment, 21 years before — Democrats ignored them.;https://www.breitbart.com/politics/2020/03/13/pollak-democrats-pushed-impeachment-while-coronavirus-spread/;breitbart;coronavirus;right;Non-biased;Expresses writer’s opinion;[]
After dozens of mass shootings in recent years, however, including at schools like the February 2018 massacre in Parkland, Florida, that left 17 dead, curbing gun violence has become a component of the Democratic policy platform embraced by congressional and presidential candidates.;https://www.reuters.com/article/us-usa-election-guns/gun-control-takes-center-stage-in-2020-democratic-presidential-race-idUSKCN1SC1MB?feedType=RSS&feedName=topNews;reuters;gun-control;center;Non-biased;Entirely factual;[]
An Austrian BASE jumper was rescued in southern Thailand on Monday after his parachute became snagged on the rocky side of a near-vertical cliff, leaving the thrill-seeker dangling almost 600 feet above the ground for several hours.;https://www.foxnews.com/world/base-jumper-rescued-thailand-cliff;fox-news;sport;right;Non-biased;Entirely factual;[]
Abortionists, who prey on desperate people, should no longer receive your hard-earned tax dollars.;https://thefederalist.com/2019/02/04/trumps-state-union-put-american-families-first/;federalist;abortion;right;Biased;Expresses writer’s opinion;['Abortionists', 'prey', 'hard-earned']
Today’s mainstream media doesn’t want you to remember, but the early days of feminism were rife with ideological battles and  backstabbing that would put a medieval court to shame.;https://www.breitbart.com/entertainment/2020/04/16/hulu-phyllis-schlafly-series-mrs-america-paints-feminists-as-shallow-backstabbers/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;breitbart;gender;right;Biased;Expresses writer’s opinion;['backstabbing', 'medieval']
Republicans will claim that they prioritize pro-life policies, and democrats will keep abortion sacrosanct.;https://thefederalist.com/2019/01/15/8-nonpartisan-reasons-defund-planned-parenthood/;federalist;abortion;right;Biased;No agreement;['claim', 'sacrosanct']
That’s why a new proposal from a bevy of progressive lawmakers comes as a welcome and innovative addition to the policy arsenal: increasing the corporate tax rate in accordance with the gap between CEO pay and median worker pay.;https://www.alternet.org/2019/11/how-progressive-lawmakers-seek-to-take-on-the-egregious-scale-of-ceo-pay/;alternet;middle-class;left;Biased;Somewhat factual but also opinionated;[]
The Trump tax cuts also doubled the child tax credit and expanded its eligibility, which greatly helps the American working-class family.;https://www.breitbart.com/politics/2019/10/15/fact-check-trump-lowered-taxes-for-middle-class-americans/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;breitbart;middle-class;right;Non-biased;Somewhat factual but also opinionated;[]
A woman who was the victim of a brutal gang rape attack in 2007 has spoken out about her ordeal and her attacker not being deported thanks to passengers aboard his flight.;https://www.breitbart.com/europe/2019/04/07/victim-of-migrant-gang-rapist-speaks-out-after-passengers-stop-deportation/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;breitbart;immigration;right;Non-biased;Entirely factual;[]
During the segment, Colbert also bemoaned the fact that Barack Obama is no longer president.;https://www.breitbart.com/entertainment/2018/10/24/stephen-colbert-compares-nationalist-trump-to-ku-klux-klan/;breitbart;white-nationalism;right;Non-biased;Entirely factual;[]
The anti-vaccine movement made headlines last spring, when widespread distrust of the pharmaceutical industry and the belief that vaccines can lead to autism in children led to a measles outbreak. ;https://eu.usatoday.com/story/tech/2020/01/17/vaccines-tiktok-video-of-cincinnati-doctor-nicole-baldwin-goes-viral/4505330002/;usa-today;vaccines;center;Non-biased;Entirely factual;[]
The legislation is the most sweeping college affordability plan to date. It eliminates tuition and fees at public four-year colleges and universities, as well as community colleges.;https://www.huffpost.com/entry/bernie-sanders-college-debt_n_5d0ed0cbe4b0aa375f4da108;huffpost;student-debt;left;Non-biased;Entirely factual;[]
Angry Democrats blamed Republicans for what they see as a debacle that could leave millions of Americans without health care. ;https://www.breitbart.com/news/outraged-democrats-vow-to-challenge-court-ruling-undercutting-obamacare/;breitbart;coronavirus;right;No agreement;Entirely factual;[]
China is watching Japan-South Korea conflict carefully, nervous about the regional economic disruption but perhaps seeing an opportunity to isolate Japan and build stronger ties with South Korea.;https://www.breitbart.com/national-security/2019/07/29/japan-south-korea-conflict-plays-chinas-hands/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;breitbart;international-politics-and-world-news;right;Non-biased;Expresses writer’s opinion;[]
Fox News has gone so deep into white nationalism that Donald Trump now believes it’s how he’ll win in 2020;https://www.alternet.org/2019/07/fox-news-has-gone-so-deep-into-white-nationalism-that-donald-trump-now-believes-its-how-hell-win-in-2020/;alternet;white-nationalism;left;Non-biased;Expresses writer’s opinion;[]
