text;news_link;outlet;topic;type;label_bias;label_opinion;biased_words
It’s a trap because a college education doesn’t guarantee a good job. For years, the return on investment for higher education has steadily declined. More than 40 percent of recent college graduates are underemployed and work in jobs that do not require a college education.;https://thefederalist.com/2020/01/23/americans-need-to-stop-hurrying-young-people-into-student-debt-slavery/;Federalist;student-debt;right;Non-biased;Entirely factual;[]
It’s all part of an endless, dehumanizing Fox News campaign to silence opponents, and specifically to silence and intimidate Democratic women.;https://www.alternet.org/2019/04/fox-news-is-doing-to-ilhan-omar-and-alexandria-ocasio-cortez-exactly-what-it-did-to-hillary-clinton/;Alternet;gender;left;Biased;Expresses writer’s opinion;['endless', 'dehumanizing', 'intimidate']
It’s also hard to imagine many people emulating the strategically directed, war-painted looters in the Boston Tea Party of 1773 now by breaking into headquarters or warehouses of big pharma conglomerates such as Pfizer, Inc. and dumping their over-priced, corruptly protected  products into rivers. ;https://www.alternet.org/2020/06/the-die-is-cast-can-the-republic-be-saved/;Alternet;black lives matter;left;Biased;Expresses writer’s opinion;['war-painted', 'looters', 'corruptly']
It’s also true that in no time in modern American history has a president’s disposition and rhetoric conflicted more dramatically with the outcomes of his administration. But that has been a net win for the Constitution.;https://thefederalist.com/2018/06/27/was-gorsuch-worth-a-trump-presidency-its-starting-to-look-that-way/;Federalist;trump-presidency;right;Biased;Expresses writer’s opinion;['dramatically']
It’s also why attempts to portray pro-lifers as racists smack of disingenuousness.;https://thefederalist.com/2019/09/27/stop-blaming-pro-lifers-for-the-lefts-racism/?utm_source=The+Federalist+List&utm_campaign=22f3c24165-RSS_The_Federalist_Daily_Updates_w_Transom&utm_medium=email&utm_term=0_cfcb868ceb-22f3c24165-83771301;Federalist;abortion;right;Biased;Expresses writer’s opinion;['smack']
It’s Dr. Martin Luther King, Jr. Day, and for several hours now countless mostly white, mostly male pro-gun, anti-gun control activists have been marching throughout the streets of Richmond, Virginia, claiming to merely be exercising their Second Amendment rights. ;https://www.alternet.org/2020/01/virginia-gun-rally-sparks-questions-of-racism-and-privilege-can-you-imagine-a-group-of-black-men-walking-around-with-masks-and-guns/#.XiYfKQuWzhU.twitter;Alternet;gun control;left;Biased;Somewhat factual but also opinionated;['claiming']
It’s no exaggeration to say that everything that Trump has done since then has been a pathetic effort to nuh-uh the hecklers and prove that he’s no #BunkerBoy, but a big, tough guy who will totally kick your ass without breaking a sweat. He’ll shove the White House doctor out to tell some more lies about Trump’s health, if that’s what it takes.;https://www.alternet.org/2020/06/bunker-boy-trump-thinks-he-can-edit-reality-like-tv-show/;Alternet;trump-presidency;left;Biased;Expresses writer’s opinion;['exaggeration', 'nuh-uh', 'kick', 'your', 'ass', 'lies', 'pathetic', 'tough', 'guy', 'without', 'breaking', 'a', 'sweat']
It’s no surprise that her focus on policy has catapulted Warren back into serious contention. Digging into policy solutions for overlooked problems and explaining it in digestible soundbites is what she has done since the publication of her first book, “As We Forgive Our Debtors,” an empirical study of bankruptcy that completely changed how academics viewed the issue.;https://www.huffpost.com/entry/elizabeth-warren-has-a-plan-for-that_n_5d279e9ee4b0060b11e9a22e;HuffPost;student-debt;left;Non-biased;Somewhat factual but also opinionated;[]
It’s no exaggeration to say that the anti-choice movement, from tip to toe, is stuffed with melodramatic liars and grifters.;https://www.alternet.org/2020/05/how-the-religious-rights-war-against-abortion-is-built-on-lies-grifting-and-bullying/;Alternet;abortion;left;Biased;Expresses writer’s opinion;['tip', 'to', 'toe', 'melodramatic', 'liars', 'grifters', 'from', 'stuffed']
It’s not a huge deal that an eccentric, pro-Trump activist clumsily used a bad analogy in a local speech. The analogy is bad enough, however, that it certainly shouldn’t be on the president’s Twitter feed.;https://thefederalist.com/2020/05/29/a-tweet-trump-should-actually-delete/;Federalist;trump-presidency;right;Biased;Expresses writer’s opinion;['pro-Trump', 'clumsily', 'eccentric', 'bad']
It’s not taxpayers’ fault that someone spent a lot of money she doesn’t have without a clear vision for how that degree could improve her later financial prospects.;https://thefederalist.com/2019/06/26/taking-student-debt-pursue-degree-consensual-choice/;Federalist;student-debt;right;Non-biased;Expresses writer’s opinion;[]
It’s one of the most common forms of political pornography among the online Left.;http://feedproxy.google.com/~r/breitbart/~3/MBTkPPu9uSo/;Breitbart;gun control;right;Biased;Expresses writer’s opinion;['political', 'pornography']
It’s only a matter of time, the argument goes, before the Roe v. Wade precedent is struck down at the hands of five conservative justices, two of whom are on the high court thanks to Trump.;;MSNBC;abortion;left;Biased;Expresses writer’s opinion;['struck', 'down']
It’s paramount now, as Fox News and the right-wing noise machine try to take down a new generation of Democratic women leaders, that everyone understands the strategy in play.;https://www.alternet.org/2019/04/fox-news-is-doing-to-ilhan-omar-and-alexandria-ocasio-cortez-exactly-what-it-did-to-hillary-clinton/;Alternet;gender;left;Biased;Expresses writer’s opinion;['right-wing', 'noise', 'machine']
It’s the golden age of women in science, technology, engineering and mathematics.;https://www.today.com/popculture/all-women-s-super-bowl-ad-helping-close-stem-gender-t173003;MSNBC;gender;left;Non-biased;Somewhat factual but also opinionated;[]
Italy has deported several radical imams in recent years, including a Tunisian earlier this year who came into the country illegally and declared to police that he would not only kill them but he would eat their corpses as well.;https://www.breitbart.com/europe/2019/11/23/italy-to-deport-imam-who-beat-children-at-religious-school/?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+breitbart+%28Breitbart+News%29;Breitbart;immigration;right;Non-biased;Entirely factual;[]
It's all very well to tell city residents not to line their trash cans with plastic bags, but washing out a kitchen receptacle every couple of days after use because it doesn't have a plastic liner will takes its toll on water supplies.;https://www.nbcnews.com/news/latino/mexico-city-s-plastic-bag-ban-takes-effect-some-rethink-n1109436?cid=public-rss_20200102;MSNBC;environment;left;Non-biased;Somewhat factual but also opinionated;[]
It's also a function of the moral hazard that allows a plutocrat like Donald Trump to gain control over a so-called democracy with the goal of funneling resources (through tax policies, government subsidies and other laws) to themselves and other members of his class, while denying resources and opportunities to the vast majority of Americans.;https://www.alternet.org/2020/03/trumps-death-cult-finally-says-it-time-to-kill-the-useless-eaters-for-capitalism/;Alternet;taxes;left;Biased;Expresses writer’s opinion;['plutocrat', 'so-called']
It's hard to describe what is actually happening in this country without sounding hyperbolic. But this is where we are: Republicans under Trump have whipped themselves into a racist hysteria, and have decided nothing short of straight-up warfare on American cities can make the world right again.;https://feeds.feedblitz.com/~/630693404/0/alternet_all~Trump-and-the-GOP-are-desperately-launching-a-war-on-American-cities/;Alternet;black lives matter;left;Biased;Expresses writer’s opinion;['racist', 'hysteria']
It's long past time to stop excusing Donald Trump's racist trolling as the accidental bumblings of an idiot who doesn't know better.;https://www.alternet.org/2020/06/trump-thinks-white-supremacist-trolling-is-his-path-to-re-election/;Alternet;black lives matter;left;Biased;Expresses writer’s opinion;['bumblings', 'racist', 'trolling', 'idiot']
It's no exaggeration to say that the anti-choice movement, from tip to toe, is stuffed with liars and grifters.;https://www.alternet.org/2020/05/how-the-religious-rights-war-against-abortion-is-built-on-lies-grifting-and-bullying/;Alternet;marriage-equality;;Biased;Expresses writer’s opinion;['tip', 'to', 'toe', 'liars', 'grifters', 'stuffed']
It's not clear at how or why Mary Trump could have broken the law, as the president claimed, when she turned over records of her family's taxes in her possession to the New York Times.;https://feeds.feedblitz.com/~/630695692/0/alternet_all~Trump-lets-loose-a-fiery-outburst-at-his-niece-Mary-Trump-in-a-Twitter-tirade/;Alternet;taxes;left;Biased;Entirely factual;['claimed']
It's not just governments and international organizations that have lined up to express dismay at Trump's move. Experts, entrepreneurs and others have also been quick to condemn the announcement.;https://www.nbcnews.com/news/world/global-criticism-grows-trump-move-end-who-funding-amid-pandemic-n1184146;MSNBC;coronavirus;left;Biased;Somewhat factual but also opinionated;[]
It's perverse that any other governor would follow Abbott's lead, for he presides over a health care disaster.;https://feeds.feedblitz.com/~/629240450/0/alternet_all~The-GOP%e2%80%99s-grotesque-plan-to-cope-with-COVID/;Alternet;universal health care;left;Biased;Expresses writer’s opinion;['perverse', 'disaster']
Ivanka Trump, President Trump’s daughter and a White House senior adviser, lauded her father’s economy and said the majority of Americans ideologically believe differently than Rep. Alexandria Ocasio-Cortez, D-N.Y., in an interview with Fox News host Steve Hilton.;https://www.foxnews.com/politics/ivanka-trump-challenges-ocasio-cortez-platform-says-americans-dont-want-guaranteed-minimum;Fox News;middle-class;right;Non-biased;Entirely factual;[]
J&J said in January that it had started work on developing a vaccine for the coronavirus, which has killed more than 1000 people in China.;https://www.reuters.com/article/us-china-health-johnson-johnson/johnson-johnson-partners-with-u-s-agency-to-develop-coronavirus-vaccine-idUSKBN2052PG?feedType=RSS&feedName=topNews;Reuters;vaccine;;Non-biased;Entirely factual;[]
